EmployeeID,Name,Department,Salary
2456,Natalie Velazquez,Finance,113809.99
2457,Barbara Stewart,Finance,48033.96
2458,Ann Anderson,Marketing,103646.78
2459,Danielle Lewis,IT,130384.18
2460,Nicholas Dorsey,HR,119681.37
2461,Jessica Mooney,Operations,135722.3
2462,Derek Vega,Sales,138821.68
2463,Robert Higgins,Finance,40978.14
2464,Sarah Reynolds,Marketing,141430.16
2465,Thomas Daniel,Operations,35107.26
2466,Hailey Cameron DDS,Finance,133543.31
2467,Robert Mcguire,IT,118193.18
2468,John Thomas,IT,55618.8
2469,Kimberly Smith,Finance,30169.51
2470,Darrell Taylor,Finance,33125.27
2471,Janice Rodriguez,Finance,129240.66
2472,Nathaniel Adams,Finance,118250.14
2473,Rachel Perkins,IT,47242.13
2474,Mark Wood,HR,143006.66
2475,Andrew Morris,Marketing,98490.35
2476,Daniel Lam,Finance,47152.22
2477,Mark Clements,Marketing,106626.15
2478,Brittany Jones,Operations,61322.45
2479,Susan Baker,Marketing,141093.27
2480,Henry Mahoney,IT,107392.49
2481,Calvin Ramirez,Marketing,129414.51
2482,Andrew Kaufman,Sales,133819.28
2483,Jesse Todd,Marketing,117350.68
2484,Jasmine Castro,Sales,117146.52
2485,Stacey Brown,Operations,93844.6
2486,Kelli Dixon,Operations,101104.27
2487,Julia Miles,HR,97779.65
2488,Joseph Thompson,HR,72713.53
2489,Angelica Smith,HR,65635.2
2490,Michael Fuller,Finance,72902.42
2491,Steven Schwartz,Finance,94726.77
2492,Jordan Reed,Finance,64301.23
2493,Jill Ellis,Operations,43242.75
2494,Kevin Parker,Operations,51278.7
2495,Candace Cook,Finance,97395.23
2496,Mike Smith,Finance,47373.92
2497,Destiny Mcmahon,Finance,52500.19
2498,Adam Chambers,IT,71735.51
2499,Billy Tucker,Operations,118190.89
2500,John Carter,Finance,128868.95
2501,Christina Salazar DVM,Operations,31455.71
2502,Anita Clark DDS,Finance,40660.43
2503,Alexis Butler,IT,50846.01
2504,Kimberly Carpenter,HR,44579.9
2505,Thomas Fitzpatrick,IT,140307.27
2506,Jose Ward,IT,112791.06
2507,Mariah Smith,Finance,32697.67
2508,Kelly Evans,HR,135459.71
2509,Mary Mays,IT,148915.81
2510,Brenda Smith,Operations,92588.88
2511,Matthew Moore,HR,66179.56
2512,Douglas Perry,Marketing,49241.01
2513,Susan Mccormick,Marketing,94444.04
2514,David Ford,Finance,51957.04
2515,Allison Barker,Sales,89167.09
2516,Terry Woodward,Sales,142633.0
2517,Cynthia Ferguson,HR,82726.71
2518,Kyle Hernandez,Sales,140012.29
2519,Jamie Stevens,Operations,76952.7
2520,Olivia Hoffman,Finance,70399.47
2521,Gina Roman,Marketing,115857.5
2522,Stephen Hahn,Sales,47470.7
2523,Jason Holloway,Sales,126155.33
2524,Todd Lee,Operations,76182.99
2525,Cassandra Johnson,Marketing,128594.06
2526,Kathleen White,Finance,57401.32
2527,Debbie Farrell,IT,47665.01
2528,Christopher Bennett,Sales,135177.42
2529,Kendra Chan,IT,85613.21
2530,Mr. Raymond Davis Jr.,Operations,36709.76
2531,Melissa Johnston,Marketing,79554.78
2532,Andrea Davis,IT,133153.17
2533,Haley Rodriguez,HR,123820.83
2534,Rebecca Humphrey,Operations,93392.9
2535,Marcus Roach,Marketing,98452.3
2536,Christopher Page,HR,127623.38
2537,Curtis Woods,Finance,75448.46
2538,Aaron Owen,Sales,108119.21
2539,Ethan Harris,Sales,31639.39
2540,Catherine Torres,Marketing,85029.24
2541,Kyle Huynh,Sales,42593.15
2542,Thomas Jones,IT,125082.05
2543,Allison Melton,IT,43372.77
2544,Joseph Beard,Finance,130885.58
2545,Jason Bernard,Operations,58212.14
2546,William Oneal,Operations,144164.76
2547,Michelle Estes,Marketing,110305.87
2548,Rodney Whitehead,Finance,69010.35
2549,Chelsea Small,HR,140023.88
2550,David Weber,Marketing,54515.16
2551,Joshua Macias,Sales,81965.13
2552,Dawn Smith,Operations,148873.26
2553,Daniel Johnson,Operations,70847.12
2554,Kevin Flores,Operations,68637.38
2555,Charles Bowers Jr.,IT,86419.4
2556,Karen Willis,Sales,68854.74
2557,Michael Oliver,Finance,97915.63
2558,Christopher Robinson,Operations,146980.3
2559,Mark Gardner,IT,144558.67
2560,Jennifer Bradford,Finance,56418.69
2561,Jillian Wise,Finance,53687.55
2562,Julie Clark,Finance,73785.22
2563,Timothy Lynn,Marketing,109683.88
2564,Carla Williams,IT,135079.47
2565,Angel Johnson,Finance,62265.07
2566,Julia Morgan,Sales,48117.54
2567,Benjamin Hoover,HR,120540.92
2568,Lee Tucker,Finance,116163.98
2569,John Tucker,HR,73270.9
2570,Dawn Powell,Marketing,53951.19
2571,Amy Lane,Sales,117898.73
2572,David Hill,HR,144778.47
2573,Caitlin Donovan MD,Sales,134027.11
2574,Amber Lewis,Finance,91001.29
2575,Earl Brown,IT,97518.18
2576,Rachel Lopez,Finance,30155.91
2577,Nancy Paul,Marketing,44899.21
2578,Kayla Smith DDS,Sales,79330.19
2579,Samuel Mckee,Sales,100386.57
2580,Donald Peters,HR,90075.66
2581,Scott Gonzales,Operations,95519.83
2582,Christopher Allen,Operations,44926.03
2583,Richard Smith,IT,126845.48
2584,Amy Ford,IT,89588.81
2585,Angela Frederick,HR,83624.77
2586,Laura Young,Sales,105239.5
2587,Brandon Moore,Finance,37195.73
2588,William Mccoy,Marketing,40780.09
2589,Toni Booth,Sales,129540.38
2590,Andrew Ball,HR,144668.32
2591,Margaret Bishop,Finance,69011.59
2592,Riley Gould,Finance,42405.87
2593,Lauren Martinez,HR,94884.18
2594,Jordan Bryant,HR,67838.55
2595,Dwayne Romero,Sales,41954.13
2596,Maria Gutierrez,Finance,133827.41
2597,Michele Ayala,Marketing,98928.74
2598,Jonathon Taylor,IT,94857.46
2599,Amy Williams,Operations,66619.75
2600,Jamie Cox,Marketing,116541.46
2601,Brian Jimenez,Marketing,118532.73
2602,Jared Cox,Operations,49902.41
2603,David Wilson,Sales,60793.37
2604,Paul Aguirre,IT,51367.68
2605,Lisa Taylor,IT,100940.77
2606,Paul Thompson,Sales,86411.18
2607,Richard Gray,Sales,61377.58
2608,Tracy Hunt,Sales,113249.88
2609,Michael Morgan,HR,61304.76
2610,Kenneth Freeman,IT,81934.43
2611,Drew Hall,Finance,32208.28
2612,Catherine Murillo,Operations,48225.54
2613,Heather Young,Operations,56046.97
2614,Christine Williams,Operations,88816.58
2615,Chad Harris,Operations,39387.93
2616,Jeremy Campos,Sales,117512.47
2617,Mary Rodriguez,IT,69417.11
2618,Jacqueline Nelson,Operations,142336.37
2619,Zachary Choi,IT,149817.32
2620,Christy Miller,HR,38865.65
2621,Christine Smith,HR,114399.08
2622,Monica Santana,Operations,135879.17
2623,Susan Washington,Marketing,35262.8
2624,Kimberly Cisneros,Operations,57285.53
2625,Steven Davis,IT,109597.04
2626,Ann Benson,IT,50667.57
2627,Angela Miller,Finance,40749.52
2628,Edwin Myers,Finance,139913.89
2629,Derrick Stanley,HR,133727.35
2630,Nancy Bennett,IT,64519.62
2631,Lindsey Thomas,Sales,85198.14
2632,Lisa Morgan,Marketing,91056.22
2633,Samantha Curry,Sales,49506.74
2634,Patricia Burton,HR,118610.76
2635,Jason Blake,IT,109049.72
2636,Jacob Brown,Marketing,49527.69
2637,Jordan Lowe,Operations,93667.53
2638,Raymond Roberts,Finance,83693.1
2639,Robert Lin,Marketing,122794.67
2640,Lindsay Freeman,Finance,39837.26
2641,Carl Rodriguez,IT,35223.69
2642,Jason Smith,IT,72360.09
2643,Ashley Willis,Marketing,96995.58
2644,Jonathan Washington,Finance,58633.5
2645,Michaela Pearson,IT,96424.37
2646,Gloria Bradshaw,Finance,97564.19
2647,Sandra Cooper,Finance,136703.46
2648,David Mccall,Operations,119282.13
2649,Catherine Ramirez,Marketing,149168.75
2650,Robert Wells,Sales,96922.62
2651,Matthew Cooke,Operations,82883.32
2652,Ronald Johnson,IT,106366.31
2653,Ryan Hardy,Operations,137260.18
2654,Patricia Garcia,Sales,43087.02
2655,Jonathan Burgess,IT,52605.82
2656,Brenda Hughes,HR,53828.97
2657,Mr. Charles Martinez,HR,95403.88
2658,Katherine Smith,HR,124955.1
2659,Stephanie Gray,Marketing,33422.44
2660,Kristie Phillips,Operations,115778.52
2661,Melvin Joseph,Sales,56284.81
2662,Erica Campbell,Finance,71845.85
2663,Susan Norman,Sales,68358.58
2664,Logan Brown,HR,95415.01
2665,Michael Collins,IT,80835.27
2666,Gregory Martinez,IT,112451.01
2667,Brenda Gonzales,Operations,93253.7
2668,Vanessa Johnson,Sales,108113.77
2669,Anita Bass,HR,47189.23
2670,Paul Gonzalez,Finance,134319.31
2671,Michele Rodgers,Operations,57102.91
2672,Sheena Reed,IT,134882.53
2673,Alec Bernard,HR,142919.63
2674,Stacie Miranda,Operations,105297.01
2675,Adam Moses,Operations,52470.36
2676,Ronald Dominguez,IT,123916.88
2677,Phillip Moore,Finance,84429.88
2678,Stephen Flores,IT,101518.6
2679,Maria King,IT,141341.87
2680,Ray Brock,HR,112825.18
2681,Peter Williams,Operations,121233.58
2682,Karen Fisher,Operations,59036.18
2683,Jorge Matthews,Operations,112286.71
2684,Andrew Brown,Marketing,118607.0
2685,Benjamin Poole,Marketing,137872.89
2686,Jamie Mendoza,Operations,115081.61
2687,Jeffrey Valenzuela,Finance,66642.92
2688,Jason Hernandez,Marketing,111672.8
2689,William Smith,Sales,68032.47
2690,Brittany Hernandez,IT,142001.42
2691,Jeffrey Matthews,Marketing,42379.89
2692,Timothy Robinson,HR,59783.17
2693,Kevin Davis,IT,126470.24
2694,Jeremy Miller,Sales,125028.69
2695,Sarah Brown,HR,90472.58
2696,Krista Martinez,Finance,90484.5
2697,Lacey Horn,HR,119049.18
2698,Hayley Payne,IT,145198.13
2699,Charles Adams,Operations,114319.5
2700,Francisco Werner,IT,132384.46
2701,Kimberly Guerra,Sales,76125.11
2702,Julie Winters,IT,90566.72
2703,Eric Smith,Sales,129050.85
2704,Thomas Cook,HR,53428.88
2705,William Morales,Sales,106595.71
2706,Kevin Howard,Marketing,139947.75
2707,Tony Chapman,Finance,120796.85
2708,Tamara Roberts,Finance,45273.55
2709,Katherine Greer,Sales,56877.77
2710,Nancy Villa,Sales,64774.47
2711,Ashley Benson,IT,110813.1
2712,Edgar Simmons,Sales,38884.46
2713,Connie Herrera,Finance,30755.81
2714,Leonard Smith,Finance,109873.41
2715,Lisa Cruz,Finance,145301.99
2716,Albert Contreras,Marketing,55455.43
2717,Tammy Green,HR,74846.67
2718,Gary Johnson,Marketing,131090.06
2719,Elizabeth Calhoun,Finance,55480.83
2720,Kyle Sharp,HR,106522.53
2721,David Hull MD,HR,98442.07
2722,Kelly Arellano,HR,94750.31
2723,Amber Torres,Finance,145997.24
2724,Tommy Ray,Marketing,84108.7
2725,Ryan Morgan,IT,134572.16
2726,Donald Randall,Finance,138198.58
2727,Kimberly Patterson,Sales,47512.78
2728,Kevin Kelly,Sales,146261.38
2729,Justin Kim,HR,135301.67
2730,Angela Harrison,IT,62245.76
2731,Andrew Fox,HR,80659.33
2732,Teresa Lee,HR,106444.25
2733,Phillip Munoz,IT,37254.91
2734,Ethan Salazar,Sales,108984.19
2735,Gina Vasquez,Finance,51243.1
2736,Deborah Williams,IT,112596.02
2737,Scott Schultz,Finance,32859.97
2738,Cynthia Elliott,Operations,40955.5
2739,Leah Garcia,Finance,85227.63
2740,Abigail Noble,HR,71232.31
2741,Troy Hughes,HR,110138.73
2742,Nicole Pope,Finance,85595.64
2743,Melissa Sanders,Sales,41877.7
2744,Jeffrey Kelly,Sales,47802.85
2745,Jennifer Ellis,Sales,96293.35
2746,Jill Shields,Sales,52755.93
2747,Janet Ward,IT,56521.03
2748,Sherry Gates,Operations,45517.35
2749,Carolyn Little,Sales,132779.88
2750,Seth Bennett,Marketing,104376.41
2751,Hector Lawrence,IT,57422.36
2752,Mariah Riley,Finance,144698.59
2753,Mark Hernandez,HR,38818.3
2754,Leslie Cunningham,Marketing,47492.12
2755,Katherine Floyd,Finance,136897.79
2756,Justin Beard,Sales,73039.14
2757,Patty Harvey,Marketing,125122.63
2758,Deborah Gordon,Operations,68514.89
2759,Joseph Braun,Finance,47490.11
2760,Heather Griffith,Marketing,40812.45
2761,Gregory Schaefer,Marketing,43308.43
2762,Allen Lee,HR,136898.62
2763,Rachel Parker,IT,32729.96
2764,Kelly Reese,Finance,49002.6
2765,Lauren Kelly DVM,Finance,116964.86
2766,Jonathan Brown,Sales,46829.52
2767,Jessica Bailey,IT,35124.4
2768,Sally Perry,Operations,87980.54
2769,Mrs. Danielle Bean,HR,30351.45
2770,Henry Padilla,Sales,87449.48
2771,Ryan Pierce,Operations,71216.81
2772,Curtis Moore,HR,133833.86
2773,Mathew Berg,IT,85305.74
2774,April Shea,Operations,140997.56
2775,Julie Cervantes,IT,76961.95
2776,Jacob Rodriguez,Sales,116960.9
2777,Howard Hill,HR,116580.97
2778,Cassandra Schmitt,Marketing,118395.37
2779,Michael James,Sales,124662.42
2780,Traci Burke,Finance,68152.96
2781,Earl Cruz,HR,98029.1
2782,Amy Martinez PhD,Sales,42044.95
2783,Richard Williams,Finance,136051.68
2784,Mark Smith,Operations,46387.38
2785,Stefanie Russell,Marketing,86800.78
2786,Julie Nelson,HR,135639.68
2787,Stephanie Wagner,Sales,124725.58
2788,Erik Todd,HR,148778.3
2789,Jon Cole,Finance,74431.61
2790,Tina Smith,Operations,82227.24
2791,Kristopher Brock,IT,30157.05
2792,Kristi Hill,HR,108597.26
2793,Kelsey York,HR,137870.76
2794,Tammy Williams,Finance,147278.06
2795,Lucas Rodriguez,HR,31112.32
2796,Michael Smith,HR,89660.22
2797,James Jones,Operations,108046.11
2798,Steven Raymond,Sales,126901.49
2799,Carolyn Johnson,HR,130798.95
2800,Ryan Nelson,Finance,45333.03
2801,Katelyn Robinson,Marketing,73698.1
2802,Kristina Brewer,Operations,113681.22
2803,Darrell Brooks,Finance,128577.48
2804,Todd Gonzalez,Marketing,56556.61
2805,Jason Lang,Marketing,60702.73
2806,Jean Hunt,Sales,133659.04
2807,Kristen Martinez,Finance,58448.29
2808,Elizabeth Cruz,Sales,36607.24
2809,Amy Woods,Sales,138813.28
2810,Cathy Howard,IT,36516.13
2811,Shelia Simpson MD,Sales,91888.02
2812,Janet Hall,HR,32764.58
2813,Teresa Collins,Finance,129979.6
2814,Jason Rocha,Finance,124318.62
2815,Todd Anderson,Marketing,91846.48
2816,Amanda Maddox,IT,142443.01
2817,Christina Larson,Sales,63363.88
2818,George Simmons,Marketing,90647.67
2819,Christine Thompson,IT,36044.52
2820,Richard Roberts,HR,92425.5
2821,Melissa Lewis,HR,147214.26
2822,Craig Rodriguez,Operations,30000.76
2823,Glenn Mann,Finance,82987.21
2824,Melissa Nicholson,Marketing,119326.17
2825,Catherine Mcdonald,Marketing,115215.08
2826,Douglas Bentley,Sales,62114.23
2827,Michael Smith,HR,43097.14
2828,Rebecca York,Operations,42171.12
2829,Wendy Nelson,Operations,50453.52
2830,Heather Monroe,HR,34656.6
2831,Gloria Cooper,HR,134160.68
2832,April Cunningham,Operations,34950.13
2833,John Lawrence,Operations,40291.23
2834,Samantha Cruz,IT,96140.83
2835,Vanessa Barnes,Operations,133781.8
2836,Tanner Andrews,Sales,121657.18
2837,Laura Hodge,Marketing,93611.23
2838,Dr. Blake Fritz MD,HR,66710.1
2839,Keith Livingston,IT,132719.13
2840,Michele Hughes,Finance,36399.95
2841,Frances Barron,Marketing,76220.88
2842,April Huff,Finance,114337.21
2843,Joseph Davidson,Marketing,47477.53
2844,Cassandra Dixon,Marketing,98393.99
2845,Megan Mack,Marketing,54935.63
2846,Jasmine Morrison,Operations,119270.71
2847,Diana Franco,Sales,55646.81
2848,Rhonda Mendoza,Marketing,63946.59
2849,Christopher Carney,IT,136246.23
2850,Monica Walker,Operations,89834.72
2851,Morgan Hernandez,Operations,80218.82
2852,Paul Huynh PhD,Sales,135076.21
2853,Darrell Lucas,IT,33308.31
2854,Christopher Jones,Finance,73818.89
2855,Melissa Johnson,Sales,117172.81
2856,Adam Smith,Marketing,69078.04
2857,Walter Salinas,Marketing,38344.04
2858,Kevin Mcdowell,IT,87635.73
2859,Brandon Yoder,Operations,141370.04
2860,Jane Howard,HR,61041.25
2861,Joan Thomas,Operations,45379.45
2862,Christy Fisher,Sales,99692.96
2863,Juan Villa,Operations,54203.73
2864,Nicholas Robinson,IT,94214.45
2865,Tara White,Sales,127737.61
2866,Daniel Kirk,IT,99460.24
2867,Emily Leblanc,Sales,96561.95
2868,Dana Baker,HR,120477.03
2869,Robert Wood,Marketing,133664.25
2870,Christina Mills,Marketing,50632.75
2871,Kari Lewis,Marketing,118250.53
2872,Hannah Becker,IT,43985.62
2873,Sarah Wilkinson,Marketing,51012.57
2874,Harold Hawkins,Sales,80988.48
2875,Lisa Goodman,HR,136028.07
2876,Rebecca Owens,HR,109721.13
2877,Derek Adams,Sales,97782.5
2878,Christine Farrell,Sales,75206.95
2879,Stephanie Blevins,Marketing,100875.21
2880,Dylan Miller,Finance,42236.93
2881,Mitchell Cox,Operations,140428.75
2882,Katherine Williams,Marketing,42512.89
2883,Brittany Hicks,Operations,147797.03
2884,Christine Hamilton,IT,30476.05
2885,Jaime Ferguson,IT,88920.12
2886,Derrick Ali,Operations,95770.01
2887,Michelle Hancock,IT,121524.7
2888,Richard Campbell,Finance,98439.57
2889,Brittany Mclean,HR,41307.67
2890,John Harding,Sales,127141.96
2891,Andrea Petersen,Operations,77419.84
2892,Terry Macdonald,Sales,74363.35
2893,Paula Howell,IT,57433.17
2894,Vanessa Lopez,IT,53953.55
2895,Brenda Hamilton,Sales,64307.0
2896,David Torres,Finance,128442.57
2897,Brian Calderon,Finance,44626.22
2898,Donald Pope,Operations,143124.42
2899,Gabriela Turner,Marketing,54247.54
2900,Terri Smith,HR,63833.24
2901,Kimberly Jones,Marketing,86528.34
2902,Edgar Mack,IT,38622.57
2903,Timothy Hart,HR,40506.73
2904,Brian Sanders,Operations,105993.63
2905,Dylan Wells,HR,119955.05
2906,Jonathan Horton,Sales,62824.4
2907,Haley Caldwell,IT,68656.84
2908,Nicole Rogers,Marketing,56203.74
2909,Samantha Fleming,Operations,80847.15
2910,Brian Singh,Operations,119875.46
2911,Anna Cooper,HR,57878.24
2912,Emily Taylor,Operations,139661.64
2913,Miss Caitlyn Hudson,IT,102094.6
2914,Joshua Foster,Operations,96263.95
2915,Bruce Wright,Operations,37825.19
2916,Sarah Hoover,Marketing,142599.18
2917,Patrick West,Operations,126319.7
2918,Laurie Castillo,HR,70282.78
2919,Daniel Gutierrez,Sales,54423.52
2920,Renee Golden,Marketing,119509.98
2921,Lauren Vincent,Sales,135595.01
2922,Benjamin Smith,HR,50857.14
2923,Andrew Perez,Finance,118562.51
2924,Kyle Sanchez,IT,32447.02
2925,Jessica Cruz,Finance,76741.32
2926,David Parsons,Finance,102051.11
2927,Mark Garrison,HR,54152.88
2928,Matthew Woods,Sales,52755.77
2929,Jamie Baker,Finance,103785.21
2930,Amanda Evans,IT,143655.15
2931,Natalie Joseph,HR,143014.3
2932,Gina Ellis,Operations,119854.52
2933,James Hamilton,Marketing,89031.7
2934,Cassandra Campbell,Operations,103463.63
2935,Frank Thompson,Operations,74511.59
2936,Patrick Johnson,Finance,37037.9
2937,Olivia Wright,Sales,125044.21
2938,Linda Carter,Operations,144019.51
2939,Darin Stokes,IT,63082.13
2940,David Barber,Marketing,121993.03
2941,David Ramirez,Finance,74991.41
2942,Karl Callahan,Finance,53820.03
2943,Jonathan Fuller,IT,47517.98
2944,Shaun Garcia,HR,107906.74
2945,Timothy Green,HR,91817.15
2946,Cynthia Williams,Marketing,64861.7
2947,Andre Ross,Marketing,86336.81
2948,Linda Reyes,Marketing,86544.0
2949,Earl James,IT,65690.69
2950,Sara Moore,Operations,134835.55
2951,Jessica Hayes,Sales,67226.37
2952,Kathryn Poole,Finance,128570.15
2953,Shannon Simon,Finance,33449.39
2954,William Gillespie,Marketing,140710.7
2955,Charles Singleton,Sales,118330.37
2956,Eric Hunter,IT,114963.12
2957,William Smith,Sales,148763.44
2958,Robin Cooper,Marketing,68072.46
2959,Brandon Cochran,IT,126858.57
2960,Joseph Garcia,Finance,94516.7
2961,Matthew Christian,HR,47866.27
2962,Brooke Hanna,Marketing,33314.52
2963,Alex Howard,IT,98396.7
2964,Cheryl Haley,Marketing,121919.66
2965,Tiffany Drake,Finance,60878.0
2966,Stephanie Vargas,Marketing,86828.89
2967,Patrick Williams,Sales,71524.31
2968,Diana Berg,IT,79255.3
2969,Michael Osborne,Finance,89080.09
2970,Amber Henry,Marketing,135717.61
2971,Richard Walker,Operations,117070.61
2972,David Morse,Marketing,102423.33
2973,Leah Hutchinson,HR,144455.03
2974,Steven Rodriguez,Marketing,68888.71
2975,Paul Howard,Marketing,47821.3
2976,Charles Anderson,IT,104479.39
2977,David Payne,IT,128150.79
2978,Daniel Decker,Operations,125679.78
2979,Jacob Kent,Operations,71615.19
2980,Laurie Ramsey,Finance,36240.62
2981,Marie Lynch,Operations,136636.68
2982,Jodi Wallace,Sales,133505.43
2983,David Flores,Finance,36582.35
2984,Nancy Franco,IT,110434.08
2985,Vanessa Townsend,IT,124434.49
2986,Robin Scott,HR,101859.69
2987,Patrick Nguyen,HR,99981.0
2988,Tristan Gonzalez,Operations,96533.48
2989,Donna Campbell,Operations,112705.32
2990,Jessica Kent,Operations,95387.03
2991,Pamela Guerra,HR,140780.77
2992,Todd Daniels,HR,40061.33
2993,Mrs. Denise Owens,IT,146899.52
2994,Justin Harris,Marketing,118617.9
2995,Laura Carney,Operations,121406.29
2996,Jessica Park,IT,70909.25
2997,Jessica Butler,HR,43495.03
2998,Ebony Anderson,IT,45207.11
2999,Mark Reed,Marketing,137661.83
3000,Elizabeth Huang,Sales,138226.65
3001,Raymond Stone,IT,105657.82
3002,Michael Henson,Marketing,40676.03
3003,Curtis Roach,HR,122127.0
3004,Brittany Mendez,Operations,85695.11
3005,John Washington,Finance,127913.33
3006,Mark Gilbert,HR,75774.43
3007,Dr. Cheryl Singh,Marketing,102087.73
3008,Kathleen Cunningham,Sales,43795.16
3009,Harold Hughes,Finance,57455.7
3010,Brandon Arnold,Finance,124153.48
3011,Michael Nguyen,Finance,120381.03
3012,Douglas Peterson,Finance,46282.88
3013,Matthew Taylor,Operations,86842.1
3014,Virginia Clark,Finance,123311.51
3015,Michael Mcdaniel,HR,43855.29
3016,Danielle White,Finance,135160.3
3017,Alexis Miller,Operations,40774.95
3018,Daniel Davis,Finance,103482.58
3019,Andrew Jordan,IT,99810.15
3020,Dana Henry,IT,149179.38
3021,Martha Mayo,Sales,43527.25
3022,Barry Collins,Operations,128435.25
3023,Elijah Macias,Finance,79887.01
3024,Deborah Williams,Finance,35431.49
3025,Amanda Lewis,Operations,61316.11
3026,Tracy Hall,HR,68082.53
3027,Lydia Johnson,HR,77231.25
3028,Yolanda Sanchez,Operations,142844.91
3029,Haley Anderson,Finance,34839.73
3030,Theresa Tran,Finance,135457.13
3031,Shannon Acevedo,Sales,51634.36
3032,Karen Mendoza,Operations,113811.03
3033,Donna Crawford,Operations,103295.48
3034,Ruth Singleton,Operations,140237.88
3035,Thomas Reyes,Operations,55301.77
3036,Deborah Lyons,Operations,66134.33
3037,Robert Malone,Operations,83066.59
3038,Jeffrey Dodson,IT,97199.22
3039,Jim Hammond,HR,98890.56
3040,Aaron Jefferson,Marketing,121771.5
3041,Angel Perkins,Marketing,124830.46
3042,Veronica Morris,Operations,30338.07
3043,James Mendoza,Finance,108255.1
3044,Susan Davis,Marketing,69086.05
3045,Kristy Martinez,Marketing,32059.42
3046,David Dalton,Marketing,109834.85
3047,Dennis Norris,Sales,30332.89
3048,Tyler Cooper,Marketing,133334.48
3049,Jacqueline Underwood,IT,60940.01
3050,Kaitlin Garcia,IT,32445.13
3051,Gregory Eaton,Operations,62782.13
3052,Jessica Calhoun,Marketing,145853.89
3053,Nicholas Morales,Finance,88850.68
3054,Samantha Morrison,Marketing,130681.86
3055,Christine Juarez,IT,105852.38
3056,Michelle Harris,HR,76808.58
3057,Sarah Branch,Marketing,116925.62
3058,Cynthia Brown,Sales,48193.92
3059,Anne Wood,Sales,70735.28
3060,Casey Sweeney,HR,100802.61
3061,Elizabeth Mitchell,IT,64104.18
3062,Michael Nichols,Finance,100375.05
3063,Jeffrey Mathews,IT,75714.17
3064,Micheal Young,Finance,113442.41
3065,Lisa Lee,Finance,113911.39
3066,Brandon Carlson,HR,78968.69
3067,Maria Raymond,IT,122102.8
3068,Scott Ward,Operations,46852.36
3069,Richard Martin,Sales,146816.12
3070,William Stewart,IT,80872.64
3071,Denise Poole,Sales,41692.48
3072,Scott Johnson,Marketing,119334.42
3073,Darren Adams,HR,139160.81
3074,Diane Nelson,Marketing,32420.27
3075,Lisa Brown,Marketing,92578.46
3076,David Kelly,HR,124658.57
3077,Lori Cook,IT,109356.01
3078,Teresa Miller,IT,41701.23
3079,Kayla Pollard,Marketing,35302.59
3080,Mark Bridges,Operations,124331.75
3081,Angela Rodriguez,Finance,82537.55
3082,Elizabeth Velez,IT,55809.15
3083,Jessica Miller,Sales,86974.97
3084,Robin Scott,IT,72947.57
3085,Grant Escobar,Sales,54032.78
3086,Cynthia Holt,Operations,93278.62
3087,Micheal White,Finance,114388.14
3088,William Maynard,IT,60736.47
3089,Todd Wilson,Marketing,85567.12
3090,Shane Barron,Marketing,80700.74
3091,Christian Cordova,Operations,43176.35
3092,Ann Christensen,Operations,122747.07
3093,Mary Colon,IT,147596.97
3094,Jose Henson,Operations,105139.77
3095,Renee Graham,Marketing,129640.25
3096,Nancy Lawson,Finance,130879.92
3097,Aaron Ali,Finance,136411.86
3098,Karen Maldonado,IT,118383.63
3099,Brooke Mahoney,Marketing,50609.88
3100,Julie Clark,Marketing,87279.93
3101,Michael Thompson,HR,82448.79
3102,Dennis Wilson,IT,49515.55
3103,Alexis Randall,Sales,40953.97
3104,Clayton Smith,Sales,96425.12
3105,Dustin Kane,Marketing,120386.67
3106,Richard Crawford,Finance,49226.09
3107,Hayley Smith,Finance,103328.48
3108,Tina Richardson,IT,131911.2
3109,Jennifer Thomas,IT,85075.45
3110,Ashley Bowen,Finance,128808.74
3111,Alexis Harris,HR,59865.9
3112,Jennifer Owens,HR,83425.95
3113,Tammy Schneider MD,Operations,30300.72
3114,Katherine Carter,Marketing,132269.08
3115,Richard Ayers,IT,44301.12
3116,Anthony Underwood,HR,71093.64
3117,Jason Reynolds,Marketing,129814.5
3118,William Holt,HR,67470.64
3119,Alisha Scott,HR,46635.31
3120,Timothy Walters,Sales,114371.9
3121,Kaylee Parsons DVM,Operations,45233.75
3122,Katherine Vargas,Sales,46193.77
3123,Billy Hernandez,Marketing,124165.78
3124,Rebecca Kim,Marketing,57649.56
3125,William Morgan,Marketing,129564.18
3126,Brandon Rodgers,Marketing,128277.26
3127,Christopher Turner,HR,93932.22
3128,Mary Wilson,HR,121262.42
3129,Alexandra Donovan,HR,141828.91
3130,Angela Hart,IT,98289.3
3131,Judy Moore,IT,43016.71
3132,Charles Wilson,Sales,59428.05
3133,Shannon Mendez,Operations,90343.99
3134,Scott Brock,IT,149227.75
3135,Nicholas Tyler,Operations,143954.07
3136,Susan Cooper,Sales,134256.2
3137,Charles Brooks Jr.,Operations,33879.79
3138,Wendy Martinez,Operations,63691.91
3139,Glen Baxter,HR,115181.24
3140,Heather Alexander,Sales,128835.99
3141,Adriana Robertson,Marketing,143878.51
3142,Richard Gonzalez,IT,148154.52
3143,Matthew Rose,Finance,73837.1
3144,Michael Nunez,Finance,69737.06
3145,Nicholas Thompson,Marketing,87329.22
3146,Monica White,Operations,52763.04
